0,1,2,3,4
Drowning By Numbers,http://www.imdb.com/title/tt0092929/,http://technoir.nl/post/27555992115/july2012-drowningbynumbers,"'What are you doing up so late? &#8230; I'm counting the stars &#8230; Do you really know all their names? &#8230; Yes I do &#8230; How many did you count? &#8230; A hundred &#8230; There are more than a hundred &#8230; I know &#8230; Why did you stop? &#8230; A hundred is enough, once you've counted a hundred all the other hundreds are the same'
Drowning By Numbers (1988)",http://37.media.tumblr.com/tumblr_m7exxeZ6sP1qghl49o1_r1_500.gif
The Dark Knight,http://www.imdb.com/title/tt0468569/,http://technoir.nl/post/27440439578/july2012-thedarkknight," &#8217;Nothing. No matches on prints, DNA, dental. Clothing is custom, no labels. Nothing in his pockets but knives and lint. No name, no other alias.&#8217; 
The Dark Knight (2008) ",http://38.media.tumblr.com/tumblr_m7bve1af5J1qghl49o1_r1_500.gif
The Terminator,http://www.imdb.com/title/tt0088247/,http://technoir.nl/post/27430525883/july2012-theterminator,"'He's not a man - a machine. A Terminator. A Cyberdyne Systems Model 101.' 
The Terminator (1984)",http://37.media.tumblr.com/tumblr_m7bf43tkZY1qghl49o1_r2_500.gif
The Virgin Suicides,http://www.imdb.com/title/tt0159097/,http://technoir.nl/post/27281986394/july2012-thevirginsuicides,"'Collecting everything we could of theirs, the Lisbon girls wouldn't leave our minds but they were slipping away. The color of their eyes was fading along with the exact locations&#8230; of moles and dimples. From five, they had become four, and they were all the living and the dead, becoming shadows. We would have lost them completely if the girls hadn't contacted us.'
The Virgin Suicides (1999)",http://38.media.tumblr.com/tumblr_m780k2I7U51qghl49o1_r2_500.gif
10 Things I Hate About You,http://www.imdb.com/title/tt0147800/,http://technoir.nl/post/27000679487/july2012-10thingsihateaboutyou,"'He's our guy.'
10 Things I Hate About You (1999)",http://37.media.tumblr.com/tumblr_m70ld722Ew1qghl49o1_r1_500.gif
The Wizard Of Oz,http://www.imdb.com/title/tt0032138/,http://technoir.nl/post/26992670844/july2012-thewizardofoz,"'Toto, I've a feeling we're not in Kansas any more.'
The Wizard of Oz (1939)",http://31.media.tumblr.com/tumblr_m70fp8GVM61qghl49o1_r1_500.gif
Haywire,http://www.imdb.com/title/tt1506999/,http://technoir.nl/post/26439861000/july2012-haywire,"""You just get here as quick as you can. &#8230;  I&#8217;ll try. Keep your eyes open. &#8230; I haven&#8217;t shut my eyes since you were born.&#8221;
Haywire (2011) ",http://38.media.tumblr.com/tumblr_m6lpqjH8Qe1qghl49o1_r1_500.gif
Se7en,http://www.imdb.com/title/tt0114369/,http://technoir.nl/post/25044144510/june2012-se7en,"'It seems that envy is my sin.'
Se7en (1995)",http://31.media.tumblr.com/tumblr_m5kqp7wj1I1qghl49o1_r1_500.gif
Reservoir Dogs,http://www.imdb.com/title/tt0105236/,http://technoir.nl/post/24703530345/june2012-reservoirdogs,"'Are you cool? &#8230; I'm cool.'
Reservoir Dogs (1992)",http://37.media.tumblr.com/tumblr_m5bjmhY8zZ1qghl49o1_r1_500.gif
Highlander,http://www.imdb.com/title/tt0091203/,http://technoir.nl/post/24692310479/june2012-highlander,"'The sensation you are feeling is the quickening.'
Highlander (1986)",http://31.media.tumblr.com/tumblr_m5bb56Sq8Q1qghl49o1_r1_500.gif
The Breakfast Club,http://www.imdb.com/title/tt0088847/,http://technoir.nl/post/24637824532/june2012-thebreakfastclub,"'Dear Mr. Vernon, we accept the fact that we had to sacrifice a whole Saturday in detention for whatever it was we did wrong. What we did *was* wrong. But we think you're crazy to make an essay telling you who we think we are. You see us as you want to see us&#8230; In the simplest terms, in the most convenient definitions. But what we found out is that each one of us is a brain. &#8230; and an athlete. &#8230; and a basket case. &#8230; a princess. &#8230; and a criminal. &#8230; Does that answer your question? &#8230; Sincerely yours, the Breakfast Club.&#8217; 
The Breakfast Club (1985)",http://38.media.tumblr.com/tumblr_m59qyw3evP1qghl49o1_r2_500.gif
Ghost in the Shell,http://www.imdb.com/title/tt0113568/,http://technoir.nl/post/24286106650/june2012-ghostintheshell,"""If a technological feat is possible, man will do it. Almost as if it&#8217;s wired into the core of our being.""
Ghost in the Shell (1995)",http://38.media.tumblr.com/tumblr_m50esawubi1qghl49o1_r1_500.gif
Kill Bill: Vol. 1,http://www.imdb.com/title/tt0266697/,http://technoir.nl/post/24266148223/june2012-killbillvol1,"""Go-Go, I know you feel you must protect your mistress. But I beg you, walk away.""
Kill Bill: Vol. 1 (2003)",http://37.media.tumblr.com/tumblr_m4zzc0EOmH1qghl49o1_r1_500.gif
Batman Returns,http://www.imdb.com/title/tt0103776/,http://technoir.nl/post/23251351733/may2012-batmanreturns,"'Two lives left. I think I'll save one for next Christmas.' 
Batman Returns (1992)",http://38.media.tumblr.com/tumblr_m46tsfJk9Q1qghl49o1_r2_500.gif
Interview With The Vampire,http://www.imdb.com/title/tt0110148/,http://technoir.nl/post/23238870171/may2012-interviewwiththevampire,"'She slept in my coffin at first, curling her little fingers around my hair.'
Interview With The Vampire (1994)",http://37.media.tumblr.com/tumblr_m46jzrbvkp1qghl49o1_r1_500.gif
Inglourious Basterds,http://www.imdb.com/title/tt0361748/,http://technoir.nl/post/23226642235/may2012-inglouriousbasterds,"'So, gentlemen, let's discuss the prospect of ending the war tonight.' 
Inglourious Basterds (2009)",http://37.media.tumblr.com/tumblr_m46499tvm91qghl49o1_r2_500.gif
Control,http://www.imdb.com/title/tt0421082/,http://technoir.nl/post/23223369658/may2012-control,"'So this is permanence; love-shattered pride. What once was innocence, has turned on its side.&#8217;
Control (2007) ",http://37.media.tumblr.com/tumblr_m45yga1Zm21qghl49o1_r2_500.gif
Le Mepris,http://www.imdb.com/title/tt0057345/,http://technoir.nl/post/22607964294/may2012-lemepris,"'Take care. Farewell. Camille'
Le Mepris (1963)",http://33.media.tumblr.com/tumblr_m3o9bqdlZf1qghl49o1_r1_500.gif
Sid and Nancy,http://www.imdb.com/title/tt0091954/,http://technoir.nl/post/21801775802/april2012-sidandnancy,"'Sidney's more than a mere bass player. He's a fabulous disaster. He's a symbol, a metaphor, he embodies the dementia of a nihilistic generation. He's a fuckin' star.'
Sid and Nancy (1986)",http://33.media.tumblr.com/tumblr_m32021bt0R1qghl49o1_r1_500.gif
The Big Lebowski,http://www.imdb.com/title/tt0118715/,http://technoir.nl/post/21573575863/april2012-thebiglebowski,"'Fuckin' Quintana&#8230; that creep can roll, man. &#8230; Yeah, but he&#8217;s a pervert, Dude.&#8217;
The Big Lebowski (1998) ",http://38.media.tumblr.com/tumblr_m2vzzb7A0T1qghl49o1_r1_500.gif
Terminator 2: Judgment Day,http://www.imdb.com/title/tt0103064/,http://technoir.nl/post/21144918010/april2012-terminator2judgmentday,"&#8221;Dyson listened while the Terminator laid it all down: Skynet, Judgment Day, the history of things to come. It&#8217;s not everyday you find out that you&#8217;re responsible for 3 billion deaths. He took it pretty well.&#8217; 
Terminator 2: Judgment Day (1991)",http://33.media.tumblr.com/tumblr_m2ix4j7cVT1qghl49o1_r1_500.gif
Edward Scissorhands,http://www.imdb.com/title/tt0099487/,http://technoir.nl/post/21104581894/april2012-edwardscissorhands,"'The years spent in isolation have not equipped him with the tools necessary to judge right from wrong. He's had no context. He's been completely without guidance. Furthermore, his work - the garden sculptures, hairstyles and so forth - indicate that he's a highly imaginative&#8230; uh&#8230; character. It seems clear that his awareness of what we call reality is radically underdeveloped.'  
Edward Scissorhands (1990)",http://31.media.tumblr.com/tumblr_m2hmy96sFf1qghl49o1_r1_500.gif
Batman Returns,http://www.imdb.com/title/tt0103776/,http://technoir.nl/post/21097461291/april2012-batmanreturns,"'Wow, *the* Batman - or is it just &#8220;Batman&#8221;? Uh, your choice, of course!' 
Batman Returns (1992)",http://38.media.tumblr.com/tumblr_m2hh1saLUf1qghl49o1_r1_500.gif
Never Let Me Go,http://www.imdb.com/title/tt1334260/,http://technoir.nl/post/21083214553/april2012-neverletmego,"&#8221;What I&#8217;m not sure about, is if our lives have been so different from the lives of the people we save. We all complete. Maybe none of us really understand what we&#8217;ve lived through, or feel we&#8217;ve had enough time.&#8217; 
Never Let Me Go (2010)",http://33.media.tumblr.com/tumblr_m2h4d06BPz1qghl49o1_r1_500.gif
Into the Wild,http://www.imdb.com/title/tt0758758/,http://technoir.nl/post/20649330520/april2012-intothewild,"'The sea's only gifts are harsh blows, and occasionally the chance to feel strong. Now I don't know much about the sea, but I do know that that's the way it is here. And I also know how important it is in life not necessarily to be strong but to feel strong. To measure yourself at least once. To find yourself at least once in the most ancient of human conditions. Facing the blind death stone alone, with nothing to help you but your hands and your own head.'
Into the Wild (2007)",http://31.media.tumblr.com/tumblr_m243t52x7n1qghl49o1_r1_500.gif
One Hour Photo,http://www.imdb.com/title/tt0265459/,http://technoir.nl/post/20418181623/april2012-onehourphoto,"'The Photo Guy at the one hour place? Well, we really don't know that much about him, do we? He might even have a lot of friends. He probably has a girlfriend and a mommy and daddy, who love him. &#8230; I don&#8217;t think he does.&#8217; 
One Hour Photo (2002)",http://38.media.tumblr.com/tumblr_m1viukLpvV1qghl49o1_r2_500.gif
Marie Antoinette,http://www.imdb.com/title/tt0422720/,http://technoir.nl/post/20253317164/april2012-marieantoinette,"'I wish I could go with you. &#8230; I should kidnap you.&#8217;
Marie Antoinette (2006)",http://38.media.tumblr.com/tumblr_m1rvzafSpP1qghl49o1_r2_500.gif
Spirited Away,http://www.imdb.com/title/tt0245429/,http://technoir.nl/post/20231934501/march2012-spiritedaway,"'How did you know my name was Chihiro? &#8230; I have known you since you were very small.&#8217; 
Spirited Away (2001)",http://31.media.tumblr.com/tumblr_m1rdpdfSr91qghl49o1_r1_500.gif
The Dark Knight,http://www.imdb.com/title/tt0468569/,http://technoir.nl/post/20224652445/march2012-thedarkknight,"'The Joker planned to be caught.'
The Dark Knight (2008)",http://37.media.tumblr.com/tumblr_m1r6m7japL1qghl49o1_r5_500.gif
Howl's Moving Castle,http://www.imdb.com/title/tt0347149/,http://technoir.nl/post/20081846515/march2012-howlsmovingcastle,"'You're incredible Calcifer. Your magic's first class!'
Howl&#8217;s Moving Castle (2004)",http://38.media.tumblr.com/tumblr_m1m8gftE1F1qghl49o1_r2_500.gif
Heat,http://www.imdb.com/title/tt0113277/,http://technoir.nl/post/19700321181/march2012-heat,"&#8216;Don&#8217;t let yourself get attached to anything you are not willing to walk out on in 30 seconds flat if you feel the heat around the corner.&#8217;
Heat (1995)",http://38.media.tumblr.com/tumblr_m19bli3Rqw1qghl49o1_r1_500.gif
Pan's Labyrinth,http://www.imdb.com/title/tt0457430/,http://technoir.nl/post/19645586735/march2012-panslabyrinth,"'You are not born of man. It was the moon that bore you'
Pan&#8217;s Labyrinth (2006)",http://31.media.tumblr.com/tumblr_m17evn1q5o1qghl49o1_r3_500.gif
Interview with the Vampire,http://www.imdb.com/title/tt0110148/,http://technoir.nl/post/19232967366/march2012-interviewwiththevampire,"'The statue seemed to move, but didn't. The world had changed, yet stayed the same. I was a newborn vampire weeping at the beauty of the night.'
Interview with the Vampire (1994)",http://31.media.tumblr.com/tumblr_m0tp2fkFzZ1qghl49o1_r1_500.gif
The Girl with the Dragon Tattoo,http://www.imdb.com/title/tt1568346/,http://technoir.nl/post/18861088058/march2012-thegirlwiththedragontattoo,"&#8216;She&#8217;s different. &#8230;  In what way? &#8230; In every way.&#8217;
The Girl with the Dragon Tattoo (2011)",http://37.media.tumblr.com/tumblr_m0hemfI6tc1qghl49o1_r1_500.gif
Blade Runner,http://www.imdb.com/title/tt0083658/,http://technoir.nl/post/18503692122/february2012-bladerunner,"'Los Angeles November, 2019'
Blade Runner (1982)",http://37.media.tumblr.com/tumblr_m065m5BW3S1qghl49o1_r1_500.gif
http://www.imdb.com/title/tt0117951/,http://Trainspotting,http://technoir.nl/post/18271014239/february2012-trainspotting,"'You can't stay in here all day dreaming about heroin and Ziggy Pop.'
Trainspotting (1996)",http://38.media.tumblr.com/tumblr_lzywx686XT1qghl49o1_r1_500.gif
American Beauty,http://www.imdb.com/title/tt0169547/,http://technoir.nl/post/17883564168/february2012-americanbeauty,"&#8216;I feel like I&#8217;ve been in a coma for the past twenty years. And I&#8217;m just now waking up.&#8217;
American Beauty (1999)",http://33.media.tumblr.com/tumblr_lznb4wN1Kc1qghl49o1_r1_500.gif
Leaving Las Vegas,http://www.imdb.com/title/tt0113627/,http://technoir.nl/post/17571533522/february2012-leavinglasvegas,"'What are you? Some sort of angel visiting me from one of my drunk fantasies? How can you be so good?'
Leaving Las Vegas (1995)",http://31.media.tumblr.com/tumblr_lzcrwhueQq1qghl49o1_r2_500.gif
Out Of Sight,http://www.imdb.com/title/tt0120780/,http://technoir.nl/post/17096759045/february2012-outofsight,"'Can I buy you a drink?'
Out of Sight (1998)",http://38.media.tumblr.com/tumblr_lyxiczUT7P1qghl49o1_r2_500.gif
Dune,http://www.imdb.com/title/tt0087182/,http://technoir.nl/post/17055706522/february2012-dune,"'Father&#8230; father, the sleeper has awakened!'
Dune (1984)",http://31.media.tumblr.com/tumblr_lyw534Ddt91qghl49o1_r1_500.gif
Volver,http://www.imdb.com/title/tt0441909/,http://technoir.nl/post/17039430000/february2012-volver,"'I haven't sung for a very long time. But I'll do it tonight, and see how it goes.'
Volver (2006)",http://38.media.tumblr.com/tumblr_lyvrbrdk9t1qghl49o1_r1_500.gif
The Big Lebowski,http://www.imdb.com/title/tt0118715/,http://technoir.nl/post/16295156376/january2012-thebiglebowski,"'Are you sure he won't mind? &#8230; Uli doesn't care about anything. He's a Nihilist. &#8230; Ah, that must be exhausting.'
The Big Lebowski (1998)",http://38.media.tumblr.com/tumblr_ly7mtfvmLm1qghl49o1_r5_500.gif
Fear and Loathing in Las Vegas,http://www.imdb.com/title/tt0120669/,http://technoir.nl/post/15885776865/january2012-fearandloathinginlasvegas,"'How long could we maintain? I wondered. How long until one of us starts raving and jabbering at this boy? What will he think then? This same lonely desert was the last known home of the Manson family; will he make that grim connection when my attorney starts screaming about bats and huge manta rays coming down on the car? If so, well, we'll just have to cut his head off and bury him somewhere, 'cause it goes without saying that we can't turn him loose. He'd report us at once to some kind of outback Nazi law enforcement agency and they'll run us down like dogs. Jesus, did I say that? Or just think it? Was I talking? Did they hear me?'
Fear and Loathing in Las Vegas (1998)",http://37.media.tumblr.com/tumblr_lxuhppI88Z1qghl49o1_r1_500.gif
Sen to Chihiro no kamikakushi,http://www.imdb.com/title/tt0245429/,http://technoir.nl/post/15858316696/january2012-sentochihironokamikushi,"'Once you've met someone you never really forget them. It just takes a while for your memories to return.' 
Spirited Away (2001)",http://31.media.tumblr.com/tumblr_lxtfxvm17p1qghl49o1_r1_500.gif
Garden State,http://www.imdb.com/title/tt0333766/,http://technoir.nl/post/15523906159/january2012-gardenstate,"'I made you something. It's a shirt. &#8230; Thats&#8230; That&#8217;s good, thank you. &#8230; Will you try it on now? &#8230; Now? &#8230; Well, in case I have to fix it before you leave again and we don&#8217;t see you for another nine years. I wanna make sure it fits.&#8217;
Garden State (2004)",http://33.media.tumblr.com/tumblr_lxhx7yS53O1qghl49o1_r1_500.gif
Batman Returns,http://www.imdb.com/title/tt0103776/,http://technoir.nl/post/15218893867/january2012-batmanreturns,"'The thought of busting Batman makes me feel all&#8230; dirty. Maybe I'll just give myself a bath right here.'
Batman Returns (1992)",http://31.media.tumblr.com/tumblr_lx7bi8g8LH1qghl49o1_r1_500.gif
Watchmen,http://www.imdb.com/title/tt0409459/,http://technoir.nl/post/15191222493/january2012-watchmen,"&#8216;This city is afraid of me. I have seen its true face. The streets are extended gutters and the gutters are full of blood and when the drains finally scab over, all the vermin will drown. The accumulated filth of all their sex and murder will foam up about their waists and all the whores and politicians will look up and shout: Save us!&#8230; and I&#8217;ll whisper: no.&#8217;
Watchmen (2009)",http://31.media.tumblr.com/tumblr_lx6o61mS6D1qghl49o1_r1_500.gif
Låt den rätte komma in,http://www.imdb.com/title/tt1139797/,http://technoir.nl/post/15130422159/january2012-latdenrattekommain,"'Hit harder than you dare, then they'll stop. &#8230; What if&#8230;? &#8230; Then i'll help you. I can do that'
Let the Right One In (2008)",http://37.media.tumblr.com/tumblr_lx4qltZtfz1qghl49o1_r1_500.gif
Edward Scissorhands,http://www.imdb.com/title/tt0099487/,http://technoir.nl/post/15078052302/december2011-edwardscissorhands,"'How do you know he's still alive? I don't know, not for sure, but I believe he is.'
Edward Scissorhands (1990)",http://31.media.tumblr.com/tumblr_lx2fbsfUcx1qghl49o1_r1_500.gif
The Dark Knight,http://www.imdb.com/title/tt0468569/,http://technoir.nl/post/14933280291/december2011-thedarkknight,"'Introduce a little anarchy. Upset the established order, and everything becomes chaos. I'm an agent of chaos. Oh, and you know the thing about chaos? It's fair!' 
The Dark Knight (2008)",http://38.media.tumblr.com/tumblr_lwxlpmdJUX1qghl49o1_r1_500.gif
Drive,http://www.imdb.com/title/tt0780504/,http://technoir.nl/post/14690303784/december2011-drive,"'If I drive for you, you give me a time and a place. I give you a five-minute window, anything happens in that five minutes and I'm yours no matter what. I don't sit in while you're running it down; I don't carry a gun&#8230; I drive.'
Drive (2011)",http://31.media.tumblr.com/tumblr_lwohp2psoZ1qghl49o1_r2_500.gif
Lost in Translation,http://www.imdb.com/title/tt0335266/,http://technoir.nl/post/14528763361/december2011-lostintranslation,"'I wish we could sleep'
Lost in Translation (2003)",http://31.media.tumblr.com/tumblr_lwiwql3Pl71qghl49o1_r3_500.gif
Control,http://www.imdb.com/title/tt0421082/,http://technoir.nl/post/14356461621/december2011-control,"'Existence. Well, what does it matter? I exist on the best terms I can. The past is now part of my future. The present is well out of hand.'
Control (2007)",http://37.media.tumblr.com/tumblr_lwcuxnUVrW1qghl49o1_r1_500.gif
Marie Antoinette,http://www.imdb.com/title/tt0422720/,http://technoir.nl/post/14088747541/december2011-marieantoinette,"'Isn't that the most beautiful thing you have ever seen?'
Marie Antoinette (2006)",http://38.media.tumblr.com/tumblr_lw2btpsncx1qghl49o1_r3_500.gif
Pi,http://www.imdb.com/title/tt0138704/,http://technoir.nl/post/14060181509/december2011-pi,"'Restate my assumptions: One, Mathematics is the language of nature. Two, Everything around us can be represented and understood through numbers. Three: If you graph the numbers of any system, patterns emerge. Therefore, there are patterns everywhere in nature. Evidence: The cycling of disease epidemics;the wax and wane of caribou populations; sun spot cycles; the rise and fall of the Nile. So, what about the stock market? The universe of numbers that represents the global economy. Millions of hands at work, billions of minds. A vast network, screaming with life. An organism. A natural organism. My hypothesis: Within the stock market, there is a pattern as well&#8230; Right in front of me&#8230; hiding behind the numbers. Always has been.'
Pi (1998)",http://38.media.tumblr.com/tumblr_lw1czb7J3F1qghl49o1_r3_500.gif
Donnie Darko,http://www.imdb.com/title/tt0246578/,http://technoir.nl/post/14038289965/december2011-donniedarko,"'Do you believe in time travel?'
Donnie Darko (2001)",http://37.media.tumblr.com/tumblr_lw0j0lJE7M1qghl49o1_r2_500.gif
Sin City,http://www.imdb.com/title/tt0401792/,http://technoir.nl/post/14022578983/december2011-sincity,"'I have watched you for days. You are everything a man could ever want. It's not just your face, your&#8230;figure or your voice. It's your eyes, all the things I see in your eyes.'
Sin City (2005)",http://38.media.tumblr.com/tumblr_lw02qnyxPb1qghl49o1_r3_500.gif
Requiem For A Dream,http://www.imdb.com/title/tt0180093/,http://technoir.nl/post/13683124651/december2011-requiemforadream,"'You are beautiful. You're the most beautiful girl in the world. You are my dream.' 
Requiem For A Dream (2000)",http://38.media.tumblr.com/tumblr_lvn05ewbkX1qghl49o1_r1_500.gif
Super,http://www.imdb.com/title/tt1512235/,http://technoir.nl/post/13675598770/december2011-super,"'You just sit here and wait for crime to happen?'
SUPER (2010)",http://33.media.tumblr.com/tumblr_lvmo4tJDGU1qghl49o1_r5_500.gif
Stranger Than Fiction,http://www.imdb.com/title/tt0420223/,http://technoir.nl/post/13559873988/november2011-strangerthanfiction,"'It was a really awful day. I know, I made sure of it. So pick up the cookie, dip it in the milk, and eat it.'  
Stranger Than Fiction (2006)",http://33.media.tumblr.com/tumblr_lvhu4kqvRm1qghl49o1_r2_500.gif
Resident Evil,http://www.imdb.com/title/tt0432021/,http://technoir.nl/post/13515027919/november2011-residentevilextinction,"
'Shut her down'
Resident Evil: Exctinction (2007)
",http://31.media.tumblr.com/tumblr_lvg0n9ZUqj1qghl49o1_r3_500.gif
Vivre Sa Vie,http://www.imdb.com/title/tt0056663/,http://technoir.nl/post/13417448556/november2011-vivresavie,"'The more one talks, the less the words mean.'
Vivre Sa Vie (1962)",http://38.media.tumblr.com/tumblr_lvc8e3KPzs1qghl49o1_r3_500.gif
Dark City,http://www.imdb.com/title/tt0118929/,http://technoir.nl/post/13367469874/november2011-darkcity,"'Sleep, now'
Dark City (1998)",http://38.media.tumblr.com/tumblr_lvah6szQZZ1qghl49o1_r5_500.gif
Lost Highway,http://www.imdb.com/title/tt0116922/,http://technoir.nl/post/13364115146/november2011-losthighway,"'Dick Laurent is dead&#8230;'
Lost Highway (1997)",http://37.media.tumblr.com/tumblr_lvadskzRsw1qghl49o1_r4_500.gif
The Terminator,http://www.imdb.com/title/tt0088247/,http://technoir.nl/post/13361213054/november2011-terminator,"'Listen, and understand. That terminator is out there. It can't be bargained with. It can't be reasoned with. It doesn't feel pity, or remorse, or fear. And it absolutely will not stop, ever, until you are dead.'
The Terminator (1984)",http://33.media.tumblr.com/tumblr_lvaatkcURB1qghl49o1_r3_500.gif
